src,dst,port,proto,State,label,class,modelsize
147.32.84.134,92.123.64.144,443.0,tcp,z.z.,Normal-Jist,normal,9
147.32.84.134,92.123.64.152,443.0,tcp,"I.z.Z*Z.Z.Z.Z.Z.Z,Z.Z.",Normal-Jist,normal,27
147.32.84.134,92.123.64.160,443.0,tcp,"I.Z.Z,Z.I.I.i.Z*Z.Z*Z.Z.Z.I.Z*Z.z.",Normal-Jist,normal,39
147.32.84.134,92.123.64.161,443.0,tcp,i.i.i.,Normal-Jist,normal,11
147.32.84.134,92.123.64.162,443.0,tcp,i.,Normal-Jist,normal,7
147.32.84.134,92.123.64.169,443.0,tcp,"Z*Z.Z.Z*Z.I.I.z.Z.Z,",Normal-Jist,normal,25
147.32.84.134,92.123.64.170,443.0,tcp,"z.z.Z0Z.Z.Z.Z.Z.Z,Z.z.i.i.I.Z,Z.Z.Z.Z*Z.Z.I.I.Z.",Normal-Jist,normal,53
147.32.84.134,92.123.64.171,443.0,tcp,"z.z.i.i.Z.Z*Z.z.Z.Z.z.Z0Z.z.Z.Z.i.Z*Z.z.i.I.I.Z,Z.z.z.z.I.",Normal-Jist,normal,63
147.32.84.134,92.123.64.177,443.0,tcp,"z.z.i.Z.Z,Z.z.",Normal-Jist,normal,19
147.32.84.134,92.123.68.115,443.0,tcp,,Normal-Jist,normal,5
147.32.84.134,92.123.68.121,443.0,tcp,"I.i.Z,Z.",Normal-Jist,normal,13
147.32.84.134,92.123.68.122,443.0,tcp,"I.Z,Z.I.z.z.I.Z*Z.Z.z.I.Z.Z.Z.Z.Z.z.",Normal-Jist,normal,41
147.32.84.134,92.123.68.128,443.0,tcp,Z.Z.,Normal-Jist,normal,9
147.32.84.134,92.123.68.136,443.0,tcp,Z.Z.Z.Y*Y.Y.Y.,Normal-Jist,normal,19
147.32.84.134,92.123.68.154,443.0,tcp,Z.Z*Z.,Normal-Jist,normal,11
147.32.84.134,92.123.68.169,443.0,tcp,Z.,Normal-Jist,normal,7
147.32.84.134,95.100.248.91,80.0,tcp,,Normal-Jist,normal,5
147.32.84.134,97.74.197.162,80.0,tcp,Y.Y.,Normal-Jist,normal,9
147.32.84.137,82.208.56.89,123.0,udp,f0,Normal-UDP-NTP-server,normal,7
147.32.84.15,82.208.56.89,123.0,udp,z0f0,Normal-UDP-NTP-server,normal,9
147.32.84.164,138.108.7.20,80.0,tcp,,Normal-Grill,normal,5
147.32.84.164,147.32.80.9,53.0,udp,"U.S+S.b.b.d.S*S.b.b.d.R+U.S+S.b.b.d.U,U.U.U.R.U.R.u.u.U.U.S+S.b.b.d.R,U.U+U.d.R+U.U+U.U.U.R+U.R*U.S.V.r.U.R*U.U*U.U.U.R+R.D.U.V.U,U.V.R.r.A.U.U.u.R.U.r.R.U.R.U.U.W.r.U.R.U.u.u.r.u.r.u.w.u.U.u.s.r.D.R.U.A.D.u.u.r.u.r.u.r.u.R.U.S.s.b.d.v.R.u.U.U.S.V.R.S.S.r.v.u.S.S.s.v.r.S.R.S.R.R.R.R.U.w.u.r.r.r.R.A.R.r.r.R.u.R.u.s.r.R.U.U.D.U.R.U.R.S.B.U.s.U.U.D.D.R.S.R.S.S.w.R.u.r.U.U.U.R.R.d.S.r.r.R.A.s.W.r.U.R.R.r.R.R.R.r.U.R.R.R.R.R.U.R.R.d.R.R.U.R.U.U.r.A.u.u.U.r.u.r.u.r.u.r.U.R.U.R,V.R.r.R.U.r.s.W.U.S.v.V.R.V.S.v.s.r.V.R.R,U.R.S.A.W.s.u.v.R.S.V.A.S.U.r.u.u.V.S.U.U.r.U.S.R.u.U.u.A.u.u.w.s.U.V.U.R.R.d.v.S.S.u.S.U.u.b.R.S.R.r.U.r.r.r.s.W.E.r.S.V.R,U.A.r.R.U.r.r.a.R.R.U.u.U.d.r.U.r.a.r.R.R.U.R.r.U.U.D.r.u.U.R.R.R.R.f.r.r.u.u.U.R.v.r.r.R.U.U.U.r.R.R.R.U.u.R.R.d.u.s.u.r.u.u.u.w.u.U.s.U.u.W.r.R.R.R.A.U.U.D.R.R.R.R.R.u.r.r.D.u.r.r.A.r.r.R.R.R.R.r.r.r.A.r.r.u.R.R.U.R.R.u.R.R.R.R.R.R.a.u.R.R.R.r.a.R.U.U.R.A.u.u.A.r.U.R.A.R.V.R.R.f.R.R.R.r.R.R.V.R.U.R.R.D.R.R.R.R.v.r.R.a.R.r.r.r.r.A.r.A.r.r.r.r.r.r.r.r.r.R.",Normal-Grill,normal,3507
147.32.84.164,147.32.87.23,443.0,tcp,G.g.G.U.U*,Normal-Grill,normal,15
147.32.84.164,194.79.52.194,80.0,tcp,x.w.X.,Normal-Grill,normal,11
147.32.84.164,194.79.52.196,80.0,tcp,z.z.Z*,Normal-Grill,normal,11
147.32.84.164,194.79.52.199,80.0,tcp,W.W.f.Z.Z.Z.Z.Z.z.W*W.Z.w.W.W.z.z.z.z.Z.z.Z.,Normal-Grill,normal,49
147.32.84.164,194.79.52.204,80.0,tcp,X*W.W.X.,Normal-Grill,normal,13
147.32.84.164,194.79.52.98,80.0,tcp,w.W.,Normal-Grill,normal,9
147.32.84.164,194.79.54.24,80.0,tcp,,Normal-Grill,normal,5
147.32.84.164,194.79.54.61,80.0,tcp,Y.W.W*W.w.w.w.,Normal-Grill,normal,19
147.32.84.164,195.113.232.83,80.0,tcp,Z.,Normal-Grill,normal,7
147.32.84.164,195.113.232.89,80.0,tcp,z.z.w.W*W.,Normal-Grill,normal,15
147.32.84.164,195.113.232.97,80.0,tcp,w.,Normal-Grill,normal,7
147.32.84.164,195.113.232.98,80.0,tcp,w.,Normal-Grill,normal,7
147.32.84.164,199.7.54.72,80.0,tcp,,Normal-Grill,normal,5
147.32.84.164,205.188.8.253,443.0,tcp,i0i0,Normal-Grill,normal,9
147.32.84.164,208.91.135.41,80.0,tcp,,Normal-Grill,normal,5
147.32.84.164,209.85.148.103,443.0,tcp,,Normal-Grill,normal,5
147.32.84.164,209.85.148.103,80.0,tcp,W.w.w.w.,Normal-Grill,normal,13
147.32.84.164,209.85.148.104,443.0,tcp,,Normal-Grill,normal,5
147.32.84.164,209.85.148.105,443.0,tcp,z.z.I.,Normal-Grill,normal,11
147.32.84.164,209.85.148.105,80.0,tcp,W.W.w.,Normal-Grill,normal,11
147.32.84.164,209.85.148.106,80.0,tcp,"y.Z.Z.Y,W.z.y.Y,Z.Y.z.Z*W.W.I.f.W.",Normal-Grill,normal,39
147.32.84.164,209.85.149.132,443.0,tcp,z.z.Z.Z.Z.z.i.Z.Z*Z.Z.Z.z.z.z.I.Z.Z.z.Z0,Normal-Grill,normal,45
147.32.84.164,209.85.149.139,80.0,tcp,z*,Normal-Grill,normal,7
147.32.84.164,209.85.149.95,80.0,tcp,,Normal-Grill,normal,5
147.32.84.164,217.31.57.113,80.0,tcp,"x.X.X.x.Y.Y.x.x.x.x.H.X.X.X.X.G.G.X.x.x.X.X.X.Y.X.x.X.x.x.X.X.X.y.x.X.X.x.X.X.G.x.G.x.x.g.Y.x.x.x.x.x.X.X.x.X.x.x.X.x.X.X.x.x.x.G.g.X.X.x.x.x.x.x.x.G.G.x.G.x.X.X.X.X.G.X.x.X.x.X,",Normal-Grill,normal,183
147.32.84.164,50.17.203.200,81.0,tcp,i*,Normal-Grill,normal,7
147.32.84.164,62.84.143.246,80.0,tcp,"Y.y.y.Z,x,x,g,g,g,g,g,g,g,g,g,g,h,g,x,X.y.X,",Normal-Grill,normal,49
147.32.84.164,64.12.68.227,443.0,tcp,z*z0z*z*,Normal-Grill,normal,13
147.32.84.164,64.12.73.134,443.0,tcp,i0i0,Normal-Grill,normal,9
147.32.84.164,66.220.153.19,80.0,tcp,F.W.F.,Normal-Grill,normal,11
147.32.84.164,74.125.232.192,80.0,tcp,X.G.g.,Normal-Grill,normal,11
147.32.84.164,74.125.232.193,443.0,tcp,z*,Normal-Grill,normal,7
147.32.84.164,74.125.232.194,443.0,tcp,,Normal-Grill,normal,5
147.32.84.164,74.125.232.194,80.0,tcp,W*W.w.W.W.X*Y.X.Z.,Normal-Grill,normal,23
147.32.84.164,74.125.232.195,443.0,tcp,Z.Z.i.Z00,Normal-Grill,normal,14
147.32.84.164,74.125.232.196,443.0,tcp,,Normal-Grill,normal,5
147.32.84.164,74.125.232.197,443.0,tcp,,Normal-Grill,normal,5
147.32.84.164,74.125.232.199,443.0,tcp,Z.Z.Z.Z*z*,Normal-Grill,normal,15
147.32.84.164,74.125.232.200,80.0,tcp,w.w.W.Z.W.w.f.f.W.F.W.w.W.W.W.F.W.W.w.W.W.Z*,Normal-Grill,normal,49
147.32.84.164,74.125.232.201,443.0,tcp,y*,Normal-Grill,normal,7
147.32.84.164,74.125.232.203,443.0,tcp,*z*,Normal-Grill,normal,8
147.32.84.164,74.125.232.203,80.0,tcp,,Normal-Grill,normal,5
147.32.84.164,74.125.232.204,443.0,tcp,"z*Z,Z.",Normal-Grill,normal,11
147.32.84.164,74.125.232.205,443.0,tcp,*,Normal-Grill,normal,6
147.32.84.164,74.125.232.205,80.0,tcp,W+Z.W.W.F.w.,Normal-Grill,normal,17
147.32.84.164,74.125.232.206,443.0,tcp,0,Normal-Grill,normal,6
147.32.84.164,74.125.232.207,443.0,tcp,*z0,Normal-Grill,normal,8
147.32.84.164,74.125.232.221,443.0,tcp,Z*Z.,Normal-Grill,normal,9
147.32.84.164,74.125.232.223,443.0,tcp,Z.Z*Z.Z*Z.Z.,Normal-Grill,normal,17
147.32.84.164,74.125.232.223,80.0,tcp,W*W.W.Z.W.Z.W.Z.W*w*W.,Normal-Grill,normal,27
147.32.84.164,74.125.235.108,80.0,tcp,,Normal-Grill,normal,5
147.32.84.164,74.125.39.125,5222.0,tcp,i0i0,Normal-Grill,normal,9
147.32.84.164,74.126.24.86,80.0,tcp,,Normal-Grill,normal,5
147.32.84.164,77.75.72.52,80.0,tcp,z.Z.Z.Y+Y.Y.y.y.,Normal-Grill,normal,21
147.32.84.164,77.75.72.69,80.0,tcp,,Normal-Grill,normal,5
147.32.84.164,77.75.72.72,80.0,tcp,y.y.Y.,Normal-Grill,normal,11
147.32.84.164,77.75.76.22,80.0,tcp,Y+Y.Y.y.y.H.,Normal-Grill,normal,17
147.32.84.164,77.75.76.68,80.0,tcp,,Normal-Grill,normal,5
147.32.84.164,77.75.76.7,80.0,tcp,W.w.w.Y+Y.Y.y.y.H.,Normal-Grill,normal,23
147.32.84.164,77.75.76.72,80.0,tcp,z.I.I.,Normal-Grill,normal,11
147.32.84.164,77.75.77.9,80.0,tcp,Y+X.,Normal-Grill,normal,9
147.32.84.164,77.78.99.21,80.0,tcp,V.v.v.,Normal-Grill,normal,11
147.32.84.164,77.78.99.23,80.0,tcp,X+X.,Normal-Grill,normal,9
147.32.84.164,77.93.192.142,80.0,tcp,W.,Normal-Grill,normal,7
147.32.84.164,78.24.9.178,80.0,tcp,Z.y.Z.,Normal-Grill,normal,11
147.32.84.164,80.239.149.17,80.0,tcp,w.W.W.,Normal-Grill,normal,11
147.32.84.164,81.0.214.198,80.0,tcp,F.F.W.X*W.F.w.W.,Normal-Grill,normal,21
147.32.84.164,81.19.238.61,80.0,tcp,,Normal-Grill,normal,5
147.32.84.164,81.31.45.72,80.0,tcp,,Normal-Grill,normal,5
147.32.84.164,93.184.220.20,80.0,tcp,"W.W.z.W.W.W.Z+Z.Z,Z.Z.",Normal-Grill,normal,27
147.32.84.165,147.32.80.9,53.0,udp,s*U.R*a*a*A*a*,Botnet-UDP-DNS,botnet,19
147.32.84.165,147.32.96.69,,udp,"r.r.a.R.R.t.A.R.R.R.R.R,R.r.r.A.r,r.r.r,R.R,r.r.r.A.r.t.r.A.r.r,r.R.R.A.r.r.r.r.A.R,r,r.A.r.R.r.r.r.r.R.R,R.r.R,r,R.r.R.r.R,r,r.A.r.R,r.A.r.A.R.R.R,r.r.R.A.C.r.a.r.r,r.R.R.r.R.R.r.A.R.R,R.R,R.A.R.r.r.R.R.r.r.R.R.A.r.R.r.r.R.R,r.A.r.r.R.R.r.r.r.r.r.r.A.r.R.R,R.r.r.r.r.r.R.R.r.r.A.A.R.R.R.R.R.R.R.r.A.R,r.R.r.r.r.r.R,R.R,r.r.r,r.A.A.r.r.r.R.A.r.r.r.r.r.r.r.r.R.r.r.R.R.r.r.r.r.r,R.r.A.r.R.r.R,R.R.r.r.r.R.r.R.a.r.R.R.R.r.r.r.R.R.R.r.r.R.r.A.r.r.R,R.R,R.R.A.R.R.r.r.r.r.A.r.r.R.r.R.R.r.r.r.r,r.r.R.R.R.R,r.r.r.r.R.r.a.r.r.r.r.R.r.A.r.A.A.r.r.r.A.r.r.r.r.r.R.r.r.R.R.r.r.R.R.R.r.R.r.R.r.R.R.R.a.r.A.r.R,A.A.R.R.r.r.r.r.r.r.r.r.r.r.r.A.A.R,R.A.R,r.r.a.A.r.r,R.R.r.A.R.r.r,R.R.R.R.R.r.r.r.A.R.r,R.r.r.r.A.r.R.A.R,r.r.r.r.R.R,R.A.r.A.r.R.r.R,R.R.R,r.R.a.R.r.r.r.r.r.r.r.r.r.r.r,R.r.r.R.r.r,r.A,R.R.R.r,A.r.A.R.r.r.r.a.R,R.R.r.r.r.r.r.R.A.R.R.R.R.A.R.R.r,R.R.A.A.r.r.r.R,R.R.r.r.R.r.r.R.R.r,R.A.R.R.A.r.r.r.r.a.r.r.r.A.A.r.r.R.R,R.r.R,R.R,R.r.r,R.R.A.R.R.r.r.r.r.r.r.r.r.r.r.r.R.r.r.",Botnet-UDP-Attempt,botnet,981
147.32.84.165,165.212.8.32,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,168.61.70.64,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,168.61.70.66,25.0,tcp,A.,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,192.168.88.148,2869.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,195.113.232.98,80.0,tcp,,Botnet-TCP-Established-HTTP-Ad,botnet,5
147.32.84.165,199.2.48.242,25.0,tcp,"B.B.A.S.s,b,b,",Botnet-TCP-Attempt-SPAM,botnet,19
147.32.84.165,202.108.252.141,25.0,tcp,"r.R+s*S,",Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.165,202.131.66.91,25.0,tcp,S.,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,202.248.238.10,25.0,tcp,"S,R.S.S*S.",Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.165,204.126.122.131,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,204.232.236.150,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,205.178.149.7,25.0,tcp,s+S*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.165,206.46.232.11,25.0,tcp,"r+r+s+S,S*s+",Botnet-TCP-Attempt-SPAM,botnet,17
147.32.84.165,208.65.145.13,25.0,tcp,R+,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,208.86.49.106,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,209.181.247.105,25.0,tcp,"s,S*B+s*",Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.165,209.198.87.210,25.0,tcp,S.,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,210.172.144.10,25.0,tcp,S.,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,212.82.111.207,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,213.165.64.100,25.0,tcp,"s+s,R.S.s,b,b,b,b,b,b,b,R+R*",Botnet-TCP-Attempt-SPAM,botnet,33
147.32.84.165,213.165.64.102,25.0,tcp,"S.s,b,b,b,b,b,b,b,S+S*S,",Botnet-TCP-Attempt-SPAM,botnet,29
147.32.84.165,216.163.188.54,25.0,tcp,"b+S.R.S*R,R*S,S.s.B.A.S.s,b,b,S+",Botnet-TCP-Attempt-SPAM,botnet,37
147.32.84.165,216.178.38.92,25.0,tcp,a.A.A.,Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.165,216.32.180.22,25.0,tcp,"S+s+s+S.S,S.a.S.s,b,b,b,S+r,R.r.r.a.S+S,R.S,S.R.S*R,R.S,S.S+s+b+s,R.",Botnet-TCP-Attempt-SPAM,botnet,73
147.32.84.165,216.32.181.178,25.0,tcp,"S.S*S.S,S.A.S.s,b,S+R,S+A+b+R,R.",Botnet-TCP-Attempt-SPAM,botnet,37
147.32.84.165,217.11.54.110,25.0,tcp,r.S.,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.165,217.72.192.188,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,218.213.85.200,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,24.71.223.11,25.0,tcp,"s+S,R.S.s,b,S+S.R.S,B,R.S.S,s,s,S.A.S.S+s,S.r.S,R.S.s,S*S,s,R.S.s,b,b,b,S,s+s+",Botnet-TCP-Attempt-SPAM,botnet,83
147.32.84.165,38.113.116.213,25.0,tcp,"S,R.R+S,S.B.b.r.S.s,b,b,",Botnet-TCP-Attempt-SPAM,botnet,29
147.32.84.165,64.136.44.37,25.0,tcp,s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,64.136.52.37,25.0,tcp,B+r+s*R+,Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.165,64.18.4.14,25.0,tcp,"S+R,R.S,",Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.165,64.18.5.10,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,64.18.5.14,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,64.18.6.13,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,64.18.7.13,25.0,tcp,S.S*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.165,64.191.223.38,25.0,tcp,"S,B,S.B.A.S.s,b,b,R+S,",Botnet-TCP-Attempt-SPAM,botnet,27
147.32.84.165,64.191.223.39,25.0,tcp,r+,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,64.59.134.8,25.0,tcp,"r,S+S,R.S.s,b,S+s,R.S.R,S.S,s,R.S,R.S.S+S.S*S,S.r.S.S+s+s+",Botnet-TCP-Attempt-SPAM,botnet,63
147.32.84.165,64.79.164.23,25.0,tcp,"b,b,b,b,b,b,b,b,b,",Botnet-TCP-Attempt-SPAM,botnet,23
147.32.84.165,64.98.36.4,25.0,tcp,"b+R*s+S,R.S+B+s+S.",Botnet-TCP-Attempt-SPAM,botnet,23
147.32.84.165,65.55.88.22,25.0,tcp,"R+S*S.a.S.R*S,S+R,R.S,",Botnet-TCP-Attempt-SPAM,botnet,27
147.32.84.165,65.55.92.184,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,65.74.143.171,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,67.23.163.77,25.0,tcp,S.,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,69.30.193.210,25.0,tcp,"S,R.S.s,b,",Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.165,70.182.136.222,25.0,tcp,"S.s,b,b,b,b,b,b,b,",Botnet-TCP-Attempt-SPAM,botnet,23
147.32.84.165,71.74.56.243,25.0,tcp,"R,",Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,71.74.56.244,25.0,tcp,R.S*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.165,72.167.238.201,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,72.4.117.22,25.0,tcp,s+S.A.S.S+,Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.165,74.125.113.27,25.0,tcp,"S,B,R.S.R*s*S,",Botnet-TCP-Attempt-SPAM,botnet,19
147.32.84.165,74.125.155.27,25.0,tcp,"S,r+s+r*S,R.S*s+",Botnet-TCP-Attempt-SPAM,botnet,21
147.32.84.165,74.125.232.204,80.0,tcp,,Botnet-TCP-HTTP-Google-Net-Established,botnet,5
147.32.84.165,74.125.39.27,25.0,tcp,"S*R,S*S,r+s+S,",Botnet-TCP-Attempt-SPAM,botnet,19
147.32.84.165,74.125.43.27,25.0,tcp,s*A*S.S+,Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.165,74.125.47.27,25.0,tcp,"S,R.S,r+s,S*S.R.R*",Botnet-TCP-Attempt-SPAM,botnet,23
147.32.84.165,74.125.67.27,25.0,tcp,"R.S,s+s+R,s,s,S*R,R.S+S.r.S+",Botnet-TCP-Attempt-SPAM,botnet,33
147.32.84.165,74.6.136.244,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,74.6.140.64,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,77.238.177.9,25.0,tcp,"R,",Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,77.238.184.241,25.0,tcp,"S,R.S.S*",Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.165,85.13.242.172,25.0,tcp,S.,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,91.212.135.158,5678.0,tcp,"h,H,H,r,Y.Y,H,h,h,h,h,h,y+y,h,H,y+y,h,h,A,Y.Y,y+y,y,y,h,h,H,H,y+r,Y.Y,y,y,h,h,h,h,h,h,h,",Botnet-TCP-CC-Not-Encrypted,botnet,93
147.32.84.165,94.245.120.86,25.0,tcp,"S.S+s*R,s,R.S.S+R,R.R+r+S,s+",Botnet-TCP-Attempt-SPAM,botnet,33
147.32.84.165,98.129.184.131,25.0,tcp,"B*S,R.S.S+s+",Botnet-TCP-Attempt-SPAM,botnet,17
147.32.84.170,128.142.172.95,80.0,tcp,Z.z.I.,Normal-Stribrek,normal,11
147.32.84.170,128.30.52.37,80.0,tcp,w.W*W.,Normal-Stribrek,normal,11
147.32.84.170,128.32.48.175,80.0,tcp,"y.Y,Y.y.W.w.w.",Normal-Stribrek,normal,19
147.32.84.170,128.6.4.24,80.0,tcp,,Normal-Stribrek,normal,5
147.32.84.170,141.26.64.113,80.0,tcp,Z.z.Z.Z+,Normal-Stribrek,normal,13
147.32.84.170,147.32.80.9,53.0,udp,"U.U,U.R,U.U.U.U,U.U,U.R,U.U.U.U,U.U,U.U,U.R.U.U,U.U,U.U,U.R.U.U,U.U,U.U,U.R.U.U,U.U,U.U,U.R.U.U,U.U,U.U,U.R.U.U,U.U,U.U,U.R.U.U,U.U,U.U,U.R.U.U,U.U,W.U,U.R.U.U,U.U,U.U,U.R.U.U,U.U,U.U,U.R.U.U,U.U,U.U,U.R.U.R,U.U.W.U,U.W,U.R.U.U,U.U,U.U,U.R.U.R.R.D.U.A.R.D.U.U.U,U.U,U.R.U.U,U.U,U.U,U.R,W.U.U.U,U.U,U.R,U.U.U.U,U.U.U.U,W.R,U.U.U.U,U.U,U.W,W.U.U.R,U.U.U.U,U.R,U.U.U.U,U.U,U.R,U.U.U.U,U.U,U.R,U.U.U.U,d,U.R,U.U.U,U.U,U.R,U.U.W.W,U.U,U.R,U.U.U.W,U.U,U.R,U.U.U.R,U.R.U.U.u.u.U.R.U.U.U.U,U.R,U.U.U.U,U.W,U.R,U.U.U.U,U.U,U.R,U.U.U.U,U.U,U.R,U.U.U.U,d,U.U,U.R.U.U,U.U,U.R,U.W.U.R.U.U,U.U.U.U.U.U,U.U,U.W.u,U.U,U.R,R.D.U.A.R.U.U.R.U.U,U.W,U.U,U.R.U.U,W.W,U.U,W.R.U.U,U.U,U.W,U.U.u,U.U,U.U,U.R.U.U,U.U,U.U,U.R.U.R.W.U.W.U,W.U,U.R.W.U,U.U,U.U,U.R.U.U,U.U,d,U.R.U.U,U.U,U.U,U.R,U.U.W.U,W.U,U.R,U.U.U.U,U.U,U.R,U.U.U.U,U.U,U.R,U.U.U.U,U.U,U.R,U.U.U.U,U.U,U.R,U.U.U.U,U.U,U.R,U.U.U.U,U.U,U.W,U.U.U.W,U.U,U.U,U.R.U.U,U.R,U.U.W.U,U.R.U.U,U.U,U.W,U.R.U.U,W.R,R.D.U.A.R.D.U.U.U,U.R.U.U,U.U,U.U,U.R.U.W,U.U,U.U,U.R.U.U,",Normal-Stribrek,normal,14591
147.32.84.170,193.58.72.141,443.0,tcp,X.X.G.x.x.g.X.X.x.G.G.g.X.x.Y+X.y.,Normal-Stribrek,normal,39
147.32.84.170,194.79.52.16,80.0,tcp,W.X*,Normal-Stribrek,normal,9
147.32.84.170,194.79.52.192,80.0,tcp,,Normal-Stribrek,normal,5
147.32.84.170,194.79.52.194,80.0,tcp,"X.W+X,X.X+Y.G.x.Y.Y.W.H.y.X.W.W.f.F.X.X+X.",Normal-Stribrek,normal,47
147.32.84.170,194.79.52.195,80.0,tcp,w.,Normal-Stribrek,normal,7
147.32.84.170,194.79.52.196,80.0,tcp,Z.Z.Z.Z+z+W.W.w.w.W*W.W.w.W.z.,Normal-Stribrek,normal,35
147.32.84.170,194.79.52.199,80.0,tcp,"z.Z.Z.Z.Z.i.z.Z.Z.Z+Z.z.Z.z.z.I.Z.Z+Z.I.I.I.I.z.Z.z.Z.Z.z.W.W.W.Z+Z.I.Z.W.W.w.W.W.w.w.w.W+W.W.w.W.W.W.W.w.w.w.w.Z,Z.z.Z.I.z.z.z.z.z.I.I.",Normal-Stribrek,normal,141
147.32.84.170,194.79.52.204,80.0,tcp,"W.x.W+W.Z.Z.Y.H.X+X.x.W.W.w.Y.W.w.W.W+W.w.Z,X.",Normal-Stribrek,normal,51
147.32.84.170,194.79.52.98,80.0,tcp,Z.Z+z+W.F.,Normal-Stribrek,normal,15
147.32.84.170,194.79.52.99,80.0,tcp,W.,Normal-Stribrek,normal,7
147.32.84.170,194.79.54.24,80.0,tcp,W*W.F.f.W*W.,Normal-Stribrek,normal,17
147.32.84.170,194.79.54.62,80.0,tcp,Y.W.Y*Y.y.h.Y.X.X.Y.W.W.W.Y.f.X+Y.Y.H.y.W.W.W+Y.Y.W.w.,Normal-Stribrek,normal,59
147.32.84.170,195.113.232.73,80.0,tcp,,Normal-Stribrek,normal,5
147.32.84.170,195.113.232.80,443.0,tcp,i.Z.Z.,Normal-Stribrek,normal,11
147.32.84.170,195.113.232.82,80.0,tcp,W.w.Z*Z.Z.z.I.f.,Normal-Stribrek,normal,21
147.32.84.170,195.113.232.89,80.0,tcp,W.W.W+W.w.F.W*W.F.W.W.w.,Normal-Stribrek,normal,29
147.32.84.170,195.113.232.97,80.0,tcp,"Z*z*W.f.Z*W,W.F.",Normal-Stribrek,normal,21
147.32.84.170,195.113.232.98,80.0,tcp,,Normal-Stribrek,normal,5
147.32.84.170,195.168.10.171,80.0,tcp,X.Z+Y.F.X+Y.W.X+W.,Normal-Stribrek,normal,23
